Date,CORDILLERA ADMINISTRATIVE REGION (CAR),REGION I (ILOCOS REGION),REGION II (CAGAYAN VALLEY),REGION III (CENTRAL LUZON),REGION IV-A (CALABARZON),MIMAROPA REGION,REGION V (BICOL REGION),REGION VI (WESTERN VISAYAS),REGION VII (CENTRAL VISAYAS),REGION VIII (EASTERN VISAYAS),REGION IX (ZAMBOANGA PENINSULA),REGION X (NORTHERN MINDANAO),REGION XI (DAVAO REGION),REGION XII (SOCCSKSARGEN),REGION XIII (CARAGA),BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM)
5/1/2007,49011.97478,26709.92351,191089.4591,279880.2612,36733.55314,47685.50298,91869.90753,22524.40205,7453.19324,75258.94258,11240.95155,35122.2008,35141.36665,16438.18167,87361.2244,18254.01505
6/1/2007,38428.35606,27728.62694,175369.4428,201985.1497,29663.27324,43853.89782,88797.3057,60447.53401,7289.998496,67921.97605,21306.7613,35831.80331,36835.15729,36629.52555,64715.15092,30862.84902
7/1/2007,15019.3228,14546.08093,150811.4625,37331.78065,14315.33215,29877.44774,82794.91105,208198.3785,5545.462161,53357.13151,50770.69882,35372.93474,40820.13329,110306.969,21295.89314,72412.35446
8/1/2007,9310.567717,15061.54245,135961.6839,13897.48037,9835.474007,27017.0773,79827.3208,288461.4783,5418.478129,46895.47555,67060.3486,36059.84655,42614.64789,149504.6435,9832.167521,93415.34519
9/1/2007,20539.10948,72037.37662,136917.8536,69766.73898,18732.19384,52998.47497,79582.76816,269631.1433,13472.05971,58904.39294,66955.95258,41870.21872,39045.21882,143221.3875,16862.93934,73471.30035
10/1/2007,61331.93859,360167.3808,140759.6734,442232.5064,45810.90234,125813.148,82239.61628,217936.2263,36403.76169,84018.78811,62929.61215,53350.60486,32068.96993,120062.8512,45886.44013,34200.83631
11/1/2007,83010.22473,519227.3471,141735.8554,638889.5374,60562.36047,167200.926,81986.12034,201573.3917,50023.82813,98247.07165,62831.34068,59851.92676,28842.32115,114553.899,59388.61599,21457.73924
12/1/2007,62862.83668,375779.2721,150134.4712,499121.9562,52879.73719,133919.926,75753.26338,196714.382,46967.41017,99161.14024,58163.04717,54870.46839,30791.70892,117601.2499,45667.94389,30370.42445
1/1/2008,24479.0433,126783.9569,158856.576,235233.3441,36573.41961,74261.48598,63264.58457,210608.1801,40729.28733,96340.66317,54125.08824,44810.94641,36039.40924,134935.1073,16855.46269,58652.2511
2/1/2008,12933.13191,48503.83447,167272.3293,143741.497,30356.65529,49703.42873,57592.59377,205274.229,37894.33146,97220.62111,49401.78772,40336.53684,38185.17681,138343.3079,9616.400827,71959.47284
3/1/2008,18920.82478,39577.20862,183408.0947,164156.159,31716.92509,48028.08529,64389.82166,155778.5908,30320.38121,95720.71572,39401.12404,40959.51675,36072.41395,107048.5848,19853.13649,62616.27606
4/1/2008,41479.36227,38984.9447,212694.2892,263528.9578,38499.08079,53393.31647,78160.2472,56773.50673,19346.47601,96894.29107,19363.29067,44056.60908,30582.59652,47183.63847,57131.20038,40818.29759
5/1/2008,51450.47678,27631.03285,229893.4411,292676.8727,40082.32076,51463.50307,85623.30425,30334.26244,12904.61939,95351.82642,12776.8034,44716.65561,28679.93344,27691.57737,76567.54073,33659.4588
6/1/2008,41645.16095,29618.02245,214405.2698,218337.1695,33326.59844,49744.18047,87053.44855,71037.23083,11368.9046,83646.88251,23986.90593,43176.73531,32726.47005,47349.78416,60566.25888,43484.24361
7/1/2008,19601.03762,17732.5717,189566.3904,58912.53048,18616.27114,39457.72489,85606.81239,219962.4205,7535.393904,60903.85864,57957.67025,38421.63219,42338.17983,107762.5845,29411.51123,70220.20795
8/1/2008,13564.75309,18847.40867,174806.2881,28498.52288,13883.03021,38045.11148,86990.45981,300086.8834,6358.541212,50994.80889,76416.95001,37000.62409,46997.11338,139377.0105,18851.15841,83161.70121
9/1/2008,24468.20929,80415.01963,159833.3216,96931.94664,22823.69865,61603.16364,90808.7278,274699.6962,14153.06488,62392.33247,69486.37973,42895.74372,41590.70679,135387.405,24208.33035,67875.09084
10/1/2008,59535.32783,363134.7807,133499.1966,427221.553,47497.50511,120051.4536,99049.43727,213841.9306,36677.55229,88586.65296,53281.90727,54956.09244,30185.62226,116637.7831,43029.75645,37754.35417
11/1/2008,77887.32881,520600.1045,119700.5352,604019.3523,60866.55615,153261.1534,103046.154,192066.669,49703.31359,102269.6782,47378.79441,61596.12127,25675.49641,113096.3331,50826.60703,26779.78148
12/1/2008,59191.34336,379800.1148,136304.2682,481089.0947,53842.93874,124202.393,95995.40873,187134.4004,44809.13412,100298.6688,47733.29833,58318.78629,29880.88133,119943.8839,40399.63652,34709.86435
1/1/2009,23517.69833,136194.5528,167504.236,244312.9915,38738.47706,71846.07885,81963.58785,200304.3037,35535.27867,93828.93135,54080.81424,52397.24304,41566.88652,145101.0582,18416.03311,58153.1949
2/1/2009,12659.99591,55959.48345,185692.922,160457.8527,32927.11042,49902.85542,75466.24044,194882.0037,31178.11397,91948.10035,54479.49873,49277.35225,46695.19116,152937.4461,12009.41469,68968.39719
3/1/2009,18851.30576,46184.96373,198391.842,184189.1558,34388.41252,49656.06573,79472.17171,152168.6926,25722.60737,88543.9683,43164.68703,45283.40471,39610.92233,115154.4958,21203.55219,60287.40791
4/1/2009,41592.7257,45117.46927,223908.1308,288515.8388,41302.55419,56588.28301,89070.12671,62200.43497,18712.38764,86506.43507,20237.74974,38583.92539,24696.13823,42880.64966,51133.74461,41017.19739
5/1/2009,51875.73513,33005.51609,237378.1255,321446.0123,42986.12433,56305.63558,93344.40695,37927.65378,13675.37937,83047.66253,13048.19798,34851.68514,19317.34688,21940.68467,66599.74494,34117.47715
6/1/2009,42295.53918,35323.01463,203466.7437,240315.1489,35885.32147,55968.08141,92213.46634,87326.91125,11525.23299,74298.9024,23904.05229,37789.38948,25659.51488,42135.66567,52473.51046,41507.32547
7/1/2009,21018.77572,27514.33766,142221.3441,75480.28722,22841.41383,47313.02215,88777.98113,259840.008,6475.210611,57372.53989,56630.19455,42702.60591,42539.07877,113547.1807,24418.05932,62386.69547
8/1/2009,14863.74355,29208.37507,113776.8157,37010.52962,17206.70516,47025.93683,87675.65526,353720.3791,4990.141602,49715.21724,74316.35087,45782.8068,50969.57241,150336.1966,15423.02062,71815.22029
9/1/2009,24664.48073,80620.28727,123858.8403,93973.18316,20571.88102,71486.04102,88192.36361,306352.6129,11734.64779,59698.24287,68986.45458,50865.58729,44788.34882,138414.6227,22059.92006,58234.08424
10/1/2009,55306.5626,249516.2836,156760.0528,328459.408,29974.7166,129477.5033,90210.04976,214083.0891,32567.13375,81798.39449,56511.61822,60996.32304,31813.61853,108139.8597,45038.02227,30194.96717
11/1/2009,71033.87022,346675.229,168559.7281,452418.8326,34188.69301,162485.95,90735.50093,174927.7568,44453.45903,93517.40429,51779.9602,66537.69865,26720.07457,97948.01643,55454.25758,21011.20723
12/1/2009,53975.56718,266395.4874,155517.2191,378887.7594,32023.59039,132618.5467,88379.44931,161337.1541,40248.40722,91944.20123,48624.42158,58228.97831,29448.3069,100504.1238,41321.22015,32053.8256
1/1/2010,22067.97025,130356.8116,124114.5038,225458.4411,26897.23463,81889.47718,84754.66349,164548.2879,32404.48764,85253.2058,47492.08163,43560.78573,37356.17319,117704.7125,12313.46229,64185.84404
2/1/2010,11871.05743,74128.30122,112752.7363,171167.1749,24946.85879,58086.08236,82433.36059,149412.1619,28623.96976,83769.09467,44196.1331,36310.53501,40523.58403,120624.0334,5912.643767,80632.20749
3/1/2010,16471.97232,58852.88721,132353.7599,197654.3841,26068.90658,50472.44046,81156.97592,108113.5502,22961.5426,84749.69953,36539.78527,36301.67926,37052.24278,92266.25402,15159.89394,69715.94847
4/1/2010,33081.35513,42872.47836,185350.6279,295113.4276,30574.34481,46047.52175,81562.15941,27487.43623,15331.22591,91195.99359,21313.60105,37867.76593,29805.18483,36667.74474,56156.41648,46274.71713
5/1/2010,40304.11952,27844.18946,209259.4641,329987.5042,31836.00982,37867.4198,80258.90554,10497.32916,10312.93753,92239.11638,15663.84613,37858.52589,26724.1488,20397.35457,77432.6637,37683.73982
6/1/2010,35639.52534,29825.33217,167167.908,245064.0682,26015.64537,31644.05845,74987.93505,34096.23462,8500.83656,79248.89003,24609.55282,40361.70818,28866.66637,40368.9007,56441.91983,43442.54306
7/1/2010,23023.61654,20737.43984,82713.13866,70697.76644,12175.52173,13385.27311,59456.11859,140652.1107,3785.948796,52990.82136,46347.2175,42036.2238,34099.89043,105097.1238,15822.36202,60854.80934
8/1/2010,19556.43118,22029.12111,54877.94313,33206.36178,8666.485431,10108.36095,54960.92221,198182.7079,2760.265933,42601.79862,58703.21235,44491.01441,36455.95419,139882.2831,6453.89568,67977.59967
9/1/2010,28590.95228,79236.43905,85189.91821,94440.87178,19084.99284,35090.36593,75734.9592,219379.1814,9599.785272,56108.38002,62054.57015,52587.76179,35379.15539,138654.5931,13211.7423,56976.59099
10/1/2010,53063.19963,307373.0595,166674.125,367278.456,52828.13366,138455.3262,123848.3683,235589.9906,37249.25086,89191.79681,64235.4676,68426.03674,31891.33733,124924.21,44594.34613,36311.8338
11/1/2010,65804.58342,436246.5876,210415.5892,511746.4896,71483.21856,196034.0699,150507.3399,256347.1906,52746.68081,106496.6439,67526.85177,77555.68682,30890.22379,123808.2116,59685.38043,27623.16084
12/1/2010,50940.21695,328870.3529,214852.2858,416600.0544,59611.64779,158451.6039,131416.2918,245386.8188,46172.06833,100299.5593,63962.68063,69084.27644,33766.43888,124800.5785,42686.27343,31664.00537
1/1/2011,22371.56609,145528.5839,208296.9989,225284.1654,35943.67447,89198.75722,92669.31204,240720.6804,33378.59022,84282.12614,60231.54425,54045.35392,40983.94364,137320.966,8484.584349,42796.73723
2/1/2011,13153.78876,74979.02931,212511.3037,158602.7409,27005.52644,61463.72638,76919.02973,229466.028,27836.53478,78731.75699,56677.22588,46491.83597,44200.92234,138404.2762,2869.704345,47640.19581
3/1/2011,19210.64516,60045.38683,208577.6974,189071.0937,29338.79909,58767.5164,81773.65823,172562.2916,24034.87501,81303.11687,47824.22987,44053.81011,38332.13402,106789.7578,10038.71131,47116.06696
4/1/2011,39651.86454,48401.47633,214003.81,304096.7371,39236.5998,63836.77212,98882.24668,59368.74847,20279.30149,91529.0874,29774.76296,41415.82843,26212.27766,46553.17936,52880.90478,44881.13926
5/1/2011,49156.78726,32378.81186,209890.2941,346300.2082,42127.14911,60767.1568,104423.5842,30159.46423,16468.98248,94335.11651,23010.90584,38989.51681,21473.56988,26975.50517,74911.92415,44376.25578
6/1/2011,41539.3482,32138.7118,170541.8959,252765.0547,34845.25109,57265.07108,95649.16915,75047.7873,13573.71603,82390.79608,34753.33121,41438.65476,26631.15246,46862.31547,53930.17107,43755.60496
7/1/2011,23743.98412,18565.22579,94257.76569,69503.11668,19859.8455,43356.50973,77197.55272,252320.7323,6121.221055,57529.15222,65797.06866,44622.00602,39804.91391,108611.0647,12216.34154,41056.10864
8/1/2011,18412.08045,18425.4858,65987.36999,28675.4541,14613.1192,40532.29504,69400.54227,346756.4657,4461.563833,47774.98607,82414.00804,47112.1164,46263.08629,140969.955,4436.900904,40465.36946
9/1/2011,27594.93543,73416.2884,99871.86432,73155.42922,21474.0353,66536.19523,76995.90501,300346.802,13199.21511,61054.86171,73340.9233,53070.87758,41797.99981,137072.9803,12375.75756,45910.52191
10/1/2011,54100.34137,312525.9281,195403.712,269429.735,39840.1686,131710.5335,93814.58275,202356.3673,45553.42752,92801.19484,53231.28129,64481.43707,31278.19767,119476.2074,54963.94294,57273.87453
11/1/2011,67608.37389,446366.2906,244905.3285,371305.7645,49486.91372,168721.3832,102238.0974,165373.628,63697.7676,109380.0969,45716.29499,70990.53135,27537.26654,115980.1139,76443.59594,63346.5234
12/1/2011,52405.28475,340042.7813,220517.9595,327893.5005,45421.91768,139513.0833,100953.3198,170559.0047,54256.80488,102904.7083,49431.42372,64278.03158,32027.53579,119131.6787,53444.46112,58254.60207
1/1/2012,23222.49278,158304.0579,156415.7178,221681.6196,35548.84685,85726.07375,95433.47899,211040.0689,36761.36649,87064.69431,62958.88912,52008.43404,43788.80233,135166.6767,7028.905094,48417.90477
2/1/2012,13732.36398,86288.41781,136966.5956,187852.6715,32054.72987,63026.12551,94203.29348,217266.8526,29017.16993,81218.15588,67359.93428,45943.9265,49173.12136,138650.2819,1719.100421,43780.43806
3/1/2012,19700.14324,69050.52431,170031.6866,219344.7089,33939.42328,62708.80074,96172.22753,160617.0785,25026.46358,82619.14981,54234.1766,45135.63945,42320.07632,109677.0415,9257.994486,43541.65717
4/1/2012,39691.11404,53092.79562,251538.8307,319332.9609,41332.69821,72074.2587,101626.7745,45124.47004,21629.77103,90602.35904,27550.7469,45155.47982,26826.42791,54224.81427,73532.90165,43538.48241
5/1/2012,48919.27837,35428.99545,292490.511,359424.557,43507.19603,71707.68702,103665.6378,20537.01875,17526.37395,92113.10812,18753.90097,44332.09228,21642.9459,34757.71905,106536.44,43298.40234
6/1/2012,41907.60759,37151.20892,255002.8283,266401.4821,34614.10576,64485.05428,98437.58765,62597.51121,14183.85502,81170.53285,30362.35213,46048.4279,30251.6262,54099.46668,74825.65832,46682.11524
7/1/2012,24644.20109,26034.77194,178448.5159,74883.64461,17326.52369,42877.8018,86761.9925,249507.625,6052.326872,58141.71767,64481.66576,47273.24198,54257.16504,108966.9856,13731.71075,54686.30152
8/1/2012,19692.42044,27188.19328,147693.7777,34706.16808,11335.845,37469.53217,81895.58007,349781.0223,4186.319118,49082.36091,82316.26049,48971.91571,66276.69422,137664.9307,3632.104385,58382.2904
9/1/2012,30059.37848,90777.03479,165660.7864,101716.1873,17540.63131,64987.66604,89119.42743,317006.3527,12583.35401,62616.92142,72237.07375,55032.84231,52123.14073,135314.0838,9921.184866,51753.40807
10/1/2012,59651.63152,331891.1273,208352.2087,404779.6964,35466.78893,138770.8467,105355.8144,244202.5489,44211.98606,95298.26559,49834.32653,67245.57081,25317.87002,120756.5924,50383.11939,39103.48549
11/1/2012,74948.73767,468608.9876,228738.3706,565538.9275,44734.42321,180051.6609,113255.4247,216043.6267,61907.06269,112235.8236,41753.4617,73916.79892,15880.37403,118621.5642,69930.20798,33359.10592
12/1/2012,57291.63081,353878.8851,234196.6407,464944.3762,41870.78786,146720.4924,107379.7609,198476.8244,54033.95125,102808.9108,46988.21177,66283.63027,20844.75595,123000.8434,48705.67263,36216.40859
1/1/2013,23706.25189,158203.3697,242744.2753,259970.9747,33795.41597,86204.7596,92692.45096,193419.1897,38960.9804,80461.37309,63971.00377,52325.33795,36956.03279,141837.4428,5198.942504,43913.55906
2/1/2013,13145.16067,82306.31259,248272.9073,188194.7262,31314.39027,60864.58403,87326.85798,174637.7168,32315.86428,72338.79742,70383.35965,45515.36376,44064.51747,146713.7591,1183.637834,47124.78026
3/1/2013,19417.58744,65985.31772,228325.8175,221210.2991,33519.19377,59929.65637,95234.69106,129981.0935,27773.15532,79343.82949,56342.63658,45338.29829,39208.44973,113962.7981,8739.419662,45566.66068
4/1/2013,41595.8463,52865.35315,202985.2252,341925.2326,41169.89203,68483.75457,115594.1842,39707.04589,23478.85245,99803.46665,27815.64917,45890.51415,26963.59955,51279.59176,87156.8542,41776.76976
5/1/2013,51751.81188,35492.41602,183554.4294,386330.0659,43710.80371,67398.44819,124456.6735,18925.40392,18887.56774,107900.0005,18583.1631,45710.58936,23152.01333,30599.65191,127569.8663,40297.66591
6/1/2013,43470.34183,35807.23083,159419.9554,293412.7015,34581.30426,61577.79724,109979.5423,57345.55019,14912.57981,91880.5328,30172.18773,49906.89649,30364.38713,51074.75633,89990.27949,40980.56433
7/1/2013,23899.04894,21882.08906,108229.7868,101760.274,16027.62714,42056.96009,78630.95512,221824.6717,5597.989367,59837.29537,64208.21866,56165.73763,49376.95307,111510.0036,17029.80191,39441.62001
8/1/2013,18274.56461,22072.79824,88921.95761,54600.59137,10278.55692,37666.51149,66711.354,310818.2952,3563.543362,47201.54313,82026.44244,60522.01729,58854.2213,143420.3238,4819.069963,40088.1006
9/1/2013,28962.38645,83514.1127,133452.9756,128134.1346,18302.81594,66577.52841,82538.69088,289670.0331,11953.46727,59111.16149,73592.3389,63792.24508,47462.82562,144913.6727,13577.12813,49781.27939
10/1/2013,60421.49471,340644.7418,243944.475,409675.6387,43636.63062,142942.4866,120772.9283,233848.1077,47132.42502,90135.3545,53473.65654,68969.9106,24796.04096,137005.8495,68226.66123,68383.86769
11/1/2013,76708.27349,485031.6137,304978.5915,559054.5655,56936.68874,186221.1085,140205.5908,215430.6772,66570.5539,105250.3346,46552.00875,72333.1525,16965.42503,138403.3066,94979.65355,79529.10676
12/1/2013,58817.2318,366251.6445,278369.9335,465198.7958,48511.68064,154018.4048,129097.481,205182.2151,56550.02108,96530.31092,51992.3347,68432.93689,23527.53401,136924.8439,65366.68522,75199.02555
1/1/2014,24704.1941,162593.4896,216162.0284,269061.7736,31042.66663,95469.60427,103890.2872,212398.019,37838.65594,75203.2377,69697.63969,62465.20297,43154.85992,144205.9787,5891.266432,69044.70224
2/1/2014,13904.66047,84552.84246,193315.8561,201057.2654,24518.43548,70231.64762,94109.53568,201231.3894,29689.76997,67735.16042,76299.76945,58689.94361,52566.30072,142631.9008,1011.832866,64826.08193
3/1/2014,20233.14543,69103.66792,201277.0655,241612.961,27342.89789,66814.74811,99362.17712,147429.5916,25842.57409,76421.60188,59317.59086,54653.85342,45327.83936,112282.1204,7874.900702,52798.21582
4/1/2014,42682.83125,59581.38418,235854.3884,384111.3355,37845.28341,72430.24926,118394.9815,44503.45679,23079.36819,99920.48472,26250.62283,47244.88791,29581.00265,53561.27999,90330.82486,32264.42917
5/1/2014,52852.29946,42425.63178,244828.3019,439319.1058,41388.60239,68526.53819,124339.5159,18930.2174,19042.57239,110118.7387,15720.60219,43477.73944,23959.4631,33720.8472,132395.4131,22745.9375
6/1/2014,43649.86929,40890.98405,205529.3097,318996.5587,32321.11419,57622.21255,104418.5026,47606.32581,14952.05942,93713.77658,26251.77498,48815.37265,29240.53425,57058.8728,92760.76199,27754.63333
7/1/2014,22825.71676,22572.8684,123124.204,73854.57625,13022.05851,28633.68655,62472.35334,159375.7515,5397.254001,60679.25486,58409.52429,59131.83874,43303.61558,126290.1265,16223.04627,41129.53411
8/1/2014,16727.96117,21692.66957,94016.05336,29126.17589,7944.254218,21950.35683,47743.95616,219288.3169,3364.62102,47803.09211,75132.51226,64960.21449,49928.14744,162950.2747,4119.868197,47417.214
9/1/2014,26928.32208,83125.46202,138626.6126,100768.2479,17269.68727,53197.95662,70079.69049,236996.9316,11532.12498,59515.65304,71787.96345,66837.94677,44288.23699,154793.5988,11806.08554,48893.25189
10/1/2014,57740.48981,345264.4216,254796.4892,479389.095,49718.67183,154865.8754,129711.3132,251826.9185,46445.41667,89891.07227,60674.35451,68922.65833,32055.87795,129540.678,63227.0256,49521.03116
11/1/2014,73603.5312,491991.1349,316828.7383,678590.7905,67152.25138,212171.2814,161061.0303,269335.3943,65701.77555,104672.4995,57709.44779,70806.04655,27377.99672,122334.9803,88158.74678,50972.21141
12/1/2014,56755.97899,372434.4435,290575.1225,549262.1145,56016.07679,179963.8432,142563.6565,243651.6872,55935.80778,96921.42823,59525.19771,67758.29512,31483.12533,125478.3417,60699.22763,49781.75743
1/1/2015,24372.79257,167736.9893,227848.6444,290612.9287,33177.28141,122592.5072,102871.8643,216725.6556,37840.79611,77474.05336,68756.9722,64389.54033,42577.766,146170.1152,5536.743021,49906.40749
2/1/2015,14083.69003,88433.53421,205217.6794,201111.6367,24944.91058,95870.2098,87534.42301,191188.3347,29836.60993,70739.67514,70792.24344,61356.90758,47489.13944,149742.3389,962.8069672,48683.73436
3/1/2015,20477.51739,71634.47645,214798.5762,239397.4346,28752.80801,79435.28298,93627.71266,138103.0098,25453.59396,78517.2715,55152.78436,54947.55208,41747.09456,110529.5459,7405.950012,41155.85815
4/1/2015,42787.46798,60815.66596,260625.1517,389714.2491,42634.23406,60947.11718,115220.6674,37854.97575,21639.94032,101906.2278,26319.94229,43071.43841,30022.71698,35905.40907,84180.25147,27748.08427
5/1/2015,52968.413,42184.53465,271753.7219,443446.413,47620.20681,45047.81959,122261.0388,14218.20311,17138.48791,111090.847,15902.45256,37383.95556,25234.72779,16163.18419,123344.2169,21536.4673
6/1/2015,43444.11902,37992.79939,206225.6764,315514.3378,36405.55913,38698.06323,105867.2938,39122.82114,13309.57177,88518.92518,23438.60515,43612.60603,28742.55523,35070.40674,85549.53162,25635.44843
7/1/2015,23594.38107,16416.4943,76405.18196,64348.00534,14123.24768,20256.95125,69945.8043,142453.0237,4289.820828,44042.07994,42930.22534,55595.66639,37427.77705,105784.0664,13219.59625,34630.75916
8/1/2015,16969.35216,14380.65312,40820.48734,20462.33224,7835.771851,16280.64716,57130.02021,197862.676,2557.307294,28967.63626,53375.1409,62543.44415,41498.74218,142837.9887,2757.192572,39404.71415
9/1/2015,23547.26677,68165.85258,87079.1607,69703.66242,15214.98046,46969.40159,78156.1755,230097.3003,10329.87188,44716.2838,62705.63376,67942.88946,40103.48077,144314.9449,7689.211174,43662.52668
10/1/2015,43486.06006,342804.8088,254305.2723,353306.3973,40735.2041,157991.2682,131221.47,276766.9183,48423.16474,88798.71903,77963.9932,76828.53011,36022.95118,136375.5425,44666.34315,50294.90401
11/1/2015,52981.35856,493995.1816,342530.9781,499569.6118,54039.22523,220425.8594,159039.7616,310775.2748,69214.40884,111927.1622,88062.2941,82484.6283,34724.4819,137757.1056,62120.68311,54763.70111
12/1/2015,42198.58138,372560.0096,302036.7497,417122.9908,47423.57068,177317.8724,141571.7684,261655.807,56160.42642,109010.1188,76374.7127,74962.84159,36276.56692,130993.3518,43878.97375,50792.39487
1/1/2016,20368.78067,163934.3222,207609.532,236475.0286,32196.11428,101356.2713,104152.2257,192341.4365,33690.39748,97906.62751,59052.34452,64119.56971,41580.82973,133000.8499,6629.131568,46594.79557
2/1/2016,13377.64901,84661.42835,175465.6658,178220.0431,26976.5787,68800.8093,89492.47534,147889.2312,23487.8891,95214.67157,48382.84861,56968.23246,43286.86416,125759.5402,1912.298696,42642.68323
3/1/2016,20255.57032,68900.24942,197001.8021,226519.9284,30800.30702,59527.91939,95898.29894,106308.3324,18283.71341,92397.70092,38451.80687,49097.19783,36507.30611,86691.60989,9395.569736,32707.92119
4/1/2016,41980.44994,57760.86993,269100.3514,383775.424,42740.99792,53448.43672,117905.1966,26524.51219,11971.09398,94130.50319,20099.31853,33997.57281,23330.02445,9864.126615,65974.48052,11980.36861
5/1/2016,52621.846,40628.85392,295619.2336,451224.378,47461.12839,43586.30998,125287.8893,9485.167404,7207.953448,91170.45961,13100.65736,27506.64443,18009.49849,1772.122508,95224.41101,6753.947873
6/1/2016,42692.70406,41784.27615,228948.215,327547.318,38029.87369,39780.2533,108525.9141,33879.32041,6122.952577,74876.3972,22852.92411,38139.78276,23006.47706,11865.75088,67313.10847,17979.68352
7/1/2016,22261.8155,28167.47285,101889.7175,82604.70113,19119.37179,23484.16184,72343.50673,153713.5658,3070.27102,43437.12917,49814.70036,62252.97057,35249.43862,109049.2822,12828.90267,60116.46704
8/1/2016,15515.27417,28925.40375,60028.68346,32492.89626,12814.18393,20999.54621,59128.94685,218060.3779,2409.040638,31355.54696,64714.35999,75824.93701,41539.40125,159173.7832,3741.213025,83223.53368
9/1/2016,21799.91033,95040.1234,94761.59902,91514.40262,19853.44428,56490.29195,79079.54642,237341.0563,8396.688342,45887.32387,66702.93966,77123.09242,41118.16013,156865.9346,11003.8843,76440.99928
10/1/2016,40927.39253,343355.1049,202270.9621,374835.816,40806.77642,173754.7491,129478.7959,249750.5538,31403.99969,82965.95289,64123.83727,76119.71621,38071.36525,137962.569,55690.90096,59145.34254
11/1/2016,50085.94423,484218.5507,256523.9185,521799.9168,51488.09417,240797.7589,155563.5763,268514.982,44476.28096,102920.6146,65980.18519,77379.77294,37677.30042,135902.5233,77833.26409,53386.45421
12/1/2016,40960.66324,367749.3444,243434.3594,435873.2672,44837.12941,198381.492,138635.6277,252421.4641,41461.71935,102581.4325,67834.97754,72754.51085,38571.33433,132733.9077,54634.83495,53514.20325
1/1/2017,21422.44981,168084.1928,195510.0031,252046.7418,30126.36165,122280.1506,101685.2836,242362.2124,34372.46529,97153.60381,75538.45402,66752.65618,42039.99374,138229.5162,7829.897453,59277.92473
2/1/2017,15281.92753,90176.59257,184399.9641,190158.6395,24879.18975,89024.86877,87542.18867,225857.7716,31677.39184,96831.30292,77548.90903,62220.8503,42992.35227,134849.0106,2051.8412,59419.09592
3/1/2017,23135.62267,74528.21464,214822.0328,232016.6187,28984.4486,77725.98064,96140.52775,163893.016,27432.14286,91631.09327,61544.63695,56708.49352,37425.65399,105080.4732,10033.26135,48540.97935
4/1/2017,46785.15997,64221.69223,296276.9121,370661.4512,41356.32471,68743.09027,123026.7383,43425.7378,22872.72714,87690.04156,31020.04279,46607.59125,26155.67475,46640.89488,72566.51577,27018.06952
5/1/2017,58642.03226,47153.6199,333029.5049,427311.9746,46487.1775,57050.26348,133126.3855,17026.13854,18684.99842,82414.07329,20118.6544,41589.28932,21585.5077,28205.1554,104717.1731,19214.47499
6/1/2017,46671.80777,48166.68787,259779.943,321480.5742,37723.49779,53187.64626,113300.8762,51394.84366,14340.27444,69495.88515,30608.3028,48134.51943,27148.81755,52871.94972,75032.31117,29154.45549
7/1/2017,21544.51583,33138.47651,116540.4562,104037.8237,19569.93739,38349.32293,69887.03585,210591.1887,4551.949201,44061.62505,60224.98586,61171.2978,40807.74384,131108.7654,17949.39852,56564.62063
